AppID,Name,Release date,Estimated owners,Required age,Price,DLC count,Supported languages,Windows,Mac,Linux,Positive,Negative,Achievements,Recommendations,Average playtime forever,Median playtime forever,Categories,Genres,Tags,Developer,Publisher
945910,Terror for Two,2018-10-10,0 - 20000,0,0.99,0,['English'],True,True,False,1,3,8,0,0,0,"Single-player,Steam Achievements",Indie,"['Indie', 'Horror', 'First-Person']",Koala Squad,Koala Squad
457790,Capria: Magic of the Elements,2016-04-05,0 - 20000,0,0.0,0,['English'],True,False,False,1,0,0,0,0,0,Single-player,"Action,Casual,Indie,Early Access","['Indie', 'Casual', 'Action']",HORN & IVRY,HORN & IVRY
1064960,The Legion: FringeBound,2019-05-17,0 - 20000,0,4.99,0,['English'],True,False,False,1,0,0,0,0,0,"Single-player,Steam Cloud","Adventure,Indie,RPG,Strategy","['Strategy', 'RPG', 'Indie']",Henry Gagnon,Henry Gagnon
687730,My Way VR,2017-11-20,0 - 20000,0,0.0,0,['English'],True,False,False,2,3,0,0,0,0,Single-player,"Casual,Simulation","['Casual', 'Simulation', 'VR']",Destinations VR,Destinations VR
1638330,Darius Cozmic Collection Arcade,2021-11-17,0 - 20000,0,44.99,0,"['English', 'Japanese', 'Traditional Chinese']",True,False,False,65,4,59,0,0,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards,Remote Play Together",Action,"[""Shoot 'Em Up"", 'Multiple Endings', 'Score Attack']","TAITO CORP.,M2 Co.,LTD",TAITO CORP.
848550,Welcome Back To 2007 2,2018-09-11,20000 - 50000,0,1.99,2,"['English', 'Russian', 'Simplified Chinese']",True,False,False,238,201,100,0,0,0,"Single-player,Steam Achievements,Steam Cloud","Adventure,Casual,Indie","['Indie', 'Casual', 'Adventure']",Siberian Mouse,Siberian Mouse
758610,Botanica: Earthbound Collector's Edition,2018-01-08,0 - 20000,0,9.99,0,['English'],True,False,False,1,1,0,0,0,0,Single-player,"Adventure,Casual","['Adventure', 'Casual', 'Hidden Object']",Boomzap Entertainment,Big Fish Games
1554640,Super Sami Roll,2021-07-21,20000 - 50000,0,14.99,1,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil']",True,False,False,44,1,33,0,0,0,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure,Indie","['3D Platformer', 'Physics', 'Cute']",Sonzai Games,"X PLUS Co., Ltd."
619870,Omegaland,2017-07-12,0 - 20000,0,0.0,0,['English'],True,False,False,80,6,52,0,0,0,"Single-player,Steam Achievements","Casual,Indie","['Indie', 'Casual', 'Platformer']",Jonas Kyratzes,Jonas Kyratzes
806180,Beyond The Heavens,2018-07-02,0 - 20000,0,2.99,0,['English'],True,False,False,3,1,0,0,0,0,"Single-player,Partial Controller Support,Steam Cloud","Action,Indie","['Action', 'Indie', 'Space']",Zane Games,Zane Games
1096530,Solasta: Crown of the Magister,2021-05-27,500000 - 1000000,0,15.99,4,"['English', 'French', 'German', 'Simplified Chinese', 'Portuguese - Brazil', 'Russian']",True,True,False,10929,1321,99,11111,2276,3034,"Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor","Adventure,RPG,Strategy","['RPG', 'Choices Matter', 'Co-op Campaign']",Tactical Adventures,Tactical Adventures
227560,Scourge: Outbreak,2014-04-02,100000 - 200000,18,5.99,2,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Hungarian']",True,True,False,350,192,43,208,319,384,"Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV","Action,Indie","['Action', 'Third-Person Shooter', 'Indie']",Tragnarion Studios,Bitbox S.L.
418240,Shadow Tactics: Blades of the Shogun,2016-12-06,1000000 - 2000000,0,39.99,2,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Russian', 'Korean', 'Simplified Chinese', 'Portuguese - Brazil', 'Italian', 'Traditional Chinese', 'Turkish']",True,True,True,30558,1192,44,25511,2264,231,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Indie,Strategy","['Stealth', 'Strategy', 'Tactical']",Mimimi Games,Daedalic Entertainment
345580,Universal Combat CE,2015-02-06,20000 - 50000,0,9.99,1,['English'],True,False,False,105,156,0,0,28,6,"Single-player,Partial Controller Support","Action,Indie,Simulation,Strategy","['Space', 'Sci-fi', 'Simulation']",3000AD,3000AD
708950,Steam Tactics,2017-09-12,0 - 20000,0,4.99,0,"['English', 'Russian']",True,True,False,47,6,37,0,0,0,"Single-player,Steam Achievements","Indie,RPG,Strategy","['Strategy', 'Indie', 'RPG']",Igor Rashkuev,Igor Rashkuev
1232260,Space Mega Force Man,2020-02-13,0 - 20000,0,0.0,0,['English'],True,False,False,4,1,1,0,0,0,"Single-player,Partial Controller Support","Action,Casual,Indie","['Action', 'Indie', 'Casual']","Paul Hagerty,Rob Kitson",Not Your Jax
461590,The Way Of Love: Sub Zero,2017-10-17,0 - 20000,0,9.99,0,['English'],True,False,False,4,4,0,0,0,0,Single-player,"Violent,Adventure","['Adventure', 'Violent', 'Point & Click']",RSK Entertainment,Strategy First
1598180,Seishin Destiny,2021-09-07,0 - 20000,0,4.99,0,"['English', 'Portuguese - Brazil']",True,False,False,9,0,14,0,0,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements","Action,Adventure,Casual,Indie","['Action', 'Adventure', 'RPG']",Bacon Games,Bacon Games
722370,Funball Games VR,2017-10-31,0 - 20000,0,1.99,0,['English'],True,False,False,7,0,57,0,0,0,"Single-player,Steam Achievements,Stats,Steam Leaderboards","Action,Casual,Indie,Sports","['Action', 'Indie', 'Casual']","Daniel Rychlý,Milan Matonok",Fungamesvr
1359760,Hadr,2020-10-05,0 - 20000,0,4.99,1,['English'],True,False,False,43,5,44,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Casual,Indie,Simulation","['Casual', 'Experimental', 'Minimalist']","Dominik Konečný,Ateliér Duchů",Ateliér Duchů
1160420,EducationXR,2020-09-08,0 - 20000,0,0.0,0,['English'],True,False,False,3,1,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP",Simulation,"['Simulation', 'Education', 'VR']",Heizenrader LLC,Heizenrader LLC
1046110,Shadow Runner,2019-03-27,0 - 20000,0,0.99,0,['English'],True,False,False,0,1,0,0,0,0,"Single-player,Partial Controller Support",Indie,['Indie'],Romain Rebecchi,Romain Rebecchi
991740,Era Of Newborns,2021-09-14,20000 - 50000,0,13.99,0,['English'],True,False,False,35,37,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op","Action,Adventure,Indie,Massively Multiplayer,RPG,Simulation,Early Access","['Early Access', 'Sandbox', 'Building']","Dogan Oral,Dodigamestudios,Can Sönmez",Dodi Game Studios
234290,Zack Zero,2013-04-29,50000 - 100000,0,2.99,0,"['English', 'German', 'French', 'Italian', 'Spanish - Spain']",True,False,False,264,144,15,226,94,101,"Single-player,Full controller support,Steam Trading Cards","Action,Adventure,Indie","['Action', 'Indie', 'Adventure']",Crocodile Entertainment,Crocodile Entertainment
955320,Dark Fantasy: Jigsaw Puzzle,2018-11-16,20000 - 50000,0,1.79,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese']",True,True,True,276,28,100,293,0,0,"Single-player,Steam Achievements,Steam Trading Cards","Casual,Indie,RPG,Simulation","['Puzzle', 'Board Game', 'Dark Fantasy']",NAISU,NAISU
514660,BitMaster,2016-10-12,100000 - 200000,0,2.99,0,"['English', 'Russian']",True,True,True,130,61,18,0,211,227,"Single-player,Full controller support,Steam Trading Cards","Action,Indie","['Action', 'Indie', 'Twin Stick Shooter']",Vladimir Shlapak,Sometimes You
280720,Imagine Earth,2021-05-25,50000 - 100000,0,24.99,1,"['English', 'German', 'Italian', 'Spanish - Spain', 'Simplified Chinese', 'French', 'Portuguese - Brazil', 'Turkish', 'Polish', 'Japanese', 'Korean', 'Russian', 'Czech']",True,False,False,572,134,25,606,207,207,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor,Remote Play on TV","Indie,Simulation,Strategy","['3D', 'Relaxing', 'City Builder']",Serious Bros.,Serious Bros.
1901740,SworLd,2022-02-26,0 - 20000,0,19.99,0,"['English', 'Simplified Chinese']",True,False,False,1,0,0,0,0,0,"Multi-player,PvP,Online PvP","Action,Indie,Simulation,Early Access","['Action', 'Simulation', '3D Platformer']",VRYXZ,VRYXZ
795480,Unknown Pain: Hardcore,2018-04-18,0 - 20000,18,0.99,0,['English'],True,False,False,1,5,19,0,0,0,"Single-player,Steam Achievements","Violent,Gore,Action,Adventure,Indie,Racing","['Indie', 'Action', 'Adventure']",Sergey Sevostyanov,Sergey Sevostyanov
404400,BADBLOOD,2015-11-13,0 - 20000,0,7.99,0,['English'],True,True,False,14,3,0,0,0,0,"Multi-player,Shared/Split Screen,Full controller support,Remote Play Together","Casual,Indie,Sports","['Indie', 'Casual', 'Sports']",Winnie Song,WSONG LLC
1195710,Monster Viator,2020-02-04,0 - 20000,0,14.99,3,"['English', 'Japanese']",True,False,False,14,1,26,0,0,0,"Single-player,Steam Achievements,In-App Purchases,Partial Controller Support,Steam Cloud","Adventure,Casual,RPG,Simulation,Strategy","['Strategy', 'Adventure', 'Casual']","Hit-Point Co.,Ltd.",KEMCO
745790,Chambara,2017-12-12,0 - 20000,0,6.99,0,['English'],True,True,False,20,2,0,0,0,0,"Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Partial Controller Support,Remote Play Together","Action,Indie","['Action', 'Indie', '4 Player Local']",team ok LLC,team ok LLC
600430,Ticket to Ride: First Journey,2017-09-27,20000 - 50000,0,4.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean']",True,True,False,183,95,9,0,12,19,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Remote Play Together","Casual,Strategy","['Strategy', 'Casual', 'Board Game']",Payoff Technologies,"Asmodee Digital,Days of Wonder"
364750,Hacker Evolution Source Code,2015-05-11,0 - 20000,0,9.99,0,['English'],True,False,False,19,6,0,0,0,0,Single-player,Indie,"['Indie', 'Hacking']",exosyphen studios,exosyphen studios
1398750,Sunset Mall,2020-09-23,20000 - 50000,0,2.99,7,['English'],True,True,True,18,4,27,0,0,0,"Single-player,Multi-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards","Action,Adventure,Casual,Indie","['Adventure', 'Casual', 'Arcade']",Cyan Dreams,Cyan Dreams
1123230,HEXTERMINATE,2020-05-22,0 - 20000,0,14.99,0,['English'],True,False,False,17,2,17,0,0,0,"Single-player,Steam Achievements,Steam Cloud","Action,Indie","['Indie', 'Action', 'Space']",Wings of Steel,Wings of Steel
362830,3D MiniGolf,2015-05-29,0 - 20000,0,4.99,1,"['English', 'German', 'French']",True,True,False,28,45,30,0,0,0,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Partial Controller Support,Remote Play Together","Casual,Simulation,Sports","['Sports', 'Casual', 'Simulation']",Z-Software GmbH,familyplay
330670,DiscStorm,2015-08-20,0 - 20000,0,11.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian']",True,True,True,28,4,30,0,0,0,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Remote Play Together","Action,Indie","['Action', 'Indie', 'Local Multiplayer']",XMPT Games,XMPT Games
62100,Chime,2010-09-06,50000 - 100000,0,4.99,0,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",True,False,False,658,45,15,582,105,103,"Single-player,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards",Casual,"['Casual', 'Puzzle', 'Music']",Zoë Mode,OneBigGame
970500,秦殇 (Prince of Qin),2022-01-10,200000 - 500000,0,0.99,0,['Simplified Chinese'],True,False,False,1197,420,0,1587,54,73,Single-player,"Action,Adventure,RPG","['Action', 'RPG', 'Adventure']",北京目标在线科技有限公司,北京目标在线科技有限公司
847780,Castle of the Underdogs : Episode 1,2021-08-14,0 - 20000,0,9.99,0,['English'],True,False,False,13,1,29,0,0,0,"Single-player,Full controller support,Steam Cloud","Adventure,Indie,RPG,Early Access","['Comedy', 'JRPG', 'Party-Based RPG']",House of Pandas,House of Pandas
525450,King Oddball,2016-09-09,0 - 20000,0,4.99,0,"['English', 'German', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",True,True,True,73,5,15,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Action,Indie","['Indie', 'Physics', 'Casual']",10tons Ltd,10tons Ltd
450170,BOOR,2017-02-14,50000 - 100000,0,0.99,0,"['English', 'Spanish - Spain', 'French', 'German']",True,True,True,175,35,12,181,270,270,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Adventure,Casual,Indie","['Indie', 'Casual', 'Adventure']",DazlogStudio,BadLand Publishing
1513550,Table Tennis Pro,2021-03-04,0 - 20000,0,14.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Spanish - Latin America']",True,False,False,2,2,0,0,0,0,"Single-player,Multi-player,PvP,LAN PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer","Simulation,Sports","['Sports', 'Simulation', 'Physics']",GrassGames,GrassGames
1403020,SCP Strategy,2022-05-05,20000 - 50000,0,6.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Latin America', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Hungarian', 'Russian']",True,False,False,310,33,33,328,0,0,"Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor","Indie,Simulation,Strategy","['Strategy', 'Simulation', 'Management']",LUXO Interactive,LUK KUS SOFT
926420,Model Railway Easily Christmas,2020-01-27,50000 - 100000,0,0.0,0,['English'],True,False,False,20,11,0,0,0,0,Single-player,Simulation,"['Simulation', 'Trains', 'Building']",Redbrick Studios Ltd,Redbrick Studios Ltd
1061680,Angela's Odyssey,2019-04-25,0 - 20000,0,0.0,0,['English'],True,False,False,23,8,0,0,0,0,Single-player,"Adventure,Casual,Indie","['Casual', 'Adventure', 'Indie']",Lord of the Stack,Lord of the Stack
874250,Hum Drum Experiences,2018-09-28,0 - 20000,0,1.99,0,['English'],True,False,False,1,1,0,0,0,0,Single-player,"Adventure,Indie,RPG","['Adventure', 'Indie', 'RPG']",SceneSoft,SceneSoft
541560,Suppressed,2016-10-12,0 - 20000,0,2.99,0,['English'],True,True,True,8,5,0,0,0,0,Single-player,"Adventure,Indie,RPG,Strategy","['Adventure', 'RPG', 'Indie']",Angela He,Angela He
724250,Princess Maker 5,2018-05-04,50000 - 100000,0,29.99,0,"['English', 'Japanese', 'Korean']",True,False,False,275,152,70,400,149,149,"Single-player,Steam Achievements",Simulation,"['Simulation', 'Female Protagonist', 'RPG']","CFK Co., Ltd.",Bliss Brain
1090030,Asteroid Run: No Questions Asked,2019-06-20,0 - 20000,0,5.99,0,['English'],True,True,True,23,1,25,0,0,0,"Single-player,Steam Achievements,Captions available,Steam Cloud","Adventure,Indie,RPG","['Adventure', 'Indie', 'RPG']",Choice of Games,Choice of Games
1225290,Foam Dart Frenzy,2020-02-13,0 - 20000,0,0.0,0,['English'],True,False,False,7,7,0,0,0,0,"Multi-player,PvP,Online PvP,LAN PvP,Partial Controller Support","Action,Free to Play,Indie","['Free to Play', 'Action', 'Indie']","MNI Labs, LLC","MNI Labs, LLC"
1281180,Jigsaw Puzzles for Kids and Adults - Europe,2020-04-20,0 - 20000,0,2.99,2,['English'],True,False,False,3,0,0,0,0,0,Single-player,"Adventure,Casual,Indie,RPG,Simulation,Strategy","['Puzzle', 'Family Friendly', 'Education']",Jigsaw Puzzles for Kids and Adults,Jigsaw Puzzles for Kids and Adults
870190,That Which Binds Us,2018-06-25,0 - 20000,0,8.99,0,['English'],True,True,True,6,2,8,0,0,0,"Single-player,Steam Achievements","Casual,Indie,RPG","['Casual', 'Visual Novel', 'Otome']",Crystal Game Works,Crystal Game Works
1442650,White Day VR: The Courage Test,2020-10-30,0 - 20000,0,4.99,0,"['English', 'Korean', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']",True,False,False,41,13,0,0,0,0,Single-player,"Action,Adventure","['VR', 'First-Person', 'Horror']",SONNORI Corp,PQube
329480,Snow Light,2014-10-24,0 - 20000,0,9.99,0,"['English', 'French', 'German', 'Spanish - Spain']",True,False,True,4,17,0,0,0,0,Single-player,"Action,Adventure,Indie","['Indie', 'Adventure', 'Action']",West Dragon Productions DR,OG-ZONE Digital Entertainment
575640,Zup! 3,2017-01-12,200000 - 500000,0,0.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Greek', 'Danish', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']",True,False,False,4645,514,1708,4911,131,102,"Single-player,Steam Achievements,Steam Trading Cards","Casual,Indie","['Casual', 'Puzzle', 'Indie']",Quiet River,Quiet River
1566580,Neocense,2021-04-16,0 - 20000,0,4.99,0,['English'],True,False,False,7,1,20,0,0,0,"Single-player,Steam Achievements,Full controller support","Adventure,Indie","['Puzzle', 'Exploration', 'Female Protagonist']","Tired Tortoise Tribe,Ebeney Russell",Tired Tortoise Tribe
1620970,Blue Rabbit,2021-06-07,0 - 20000,0,4.99,0,['English'],True,False,True,1,1,6,0,0,0,"Single-player,Steam Achievements","Action,Adventure,Indie","['2D Platformer', 'Action-Adventure', 'Metroidvania']",J.P. van Osta,Coughing Dragon
1203770,A Moustache in the House,2020-01-14,0 - 20000,0,2.99,0,['English'],True,False,False,4,4,11,0,0,0,"Single-player,Steam Achievements","Action,Indie","['Action', 'Indie', 'Horror']",Games On Acidzz,Gambeat
1012280,Beekyr,2019-01-24,0 - 20000,0,1.99,0,"['English', 'Spanish - Spain']",True,False,False,6,1,0,0,0,0,"Single-player,Partial Controller Support","Action,Free to Play,Indie","['Action', 'Indie', ""Shoot 'Em Up""]",KaleidoGames,KaleidoGames
1071120,Mushroom Cats,2019-06-10,50000 - 100000,0,0.0,0,['English'],True,False,False,1305,46,24,0,0,0,"Single-player,Steam Achievements","Adventure,Casual,Free to Play,Indie","['Free to Play', 'Casual', 'Indie']",Anatoliy Loginovskikh,Anatoliy Loginovskikh
872530,Korean Scary Folk Tales VR : The Forbidden Book,2018-06-15,0 - 20000,0,0.0,0,"['English', 'Korean']",True,False,False,5,5,0,0,0,0,Single-player,"Adventure,Indie","['Adventure', 'Indie', 'VR']",VoleR Creative,VoleR Creative
944200,El Pansas,2018-10-11,0 - 20000,0,4.99,0,['English'],True,False,False,3,0,0,0,0,0,"Single-player,Full controller support","Action,Adventure,Indie","['Action', 'Indie', 'Adventure']",Jaime Del Barrio,Nahual Studios
520520,It Comes Around - A Kinetic Novel,2016-09-29,0 - 20000,0,2.99,0,['English'],True,True,True,14,19,0,0,308,317,"Single-player,Steam Trading Cards","Casual,Indie,RPG,Simulation","['Indie', 'Casual', 'Visual Novel']",Glass of Water Studios,Afterthought Studios
1141150,The Defender: Farm and Castle 2,2019-12-13,0 - 20000,0,3.99,0,['English'],True,False,False,7,5,25,0,0,0,"Single-player,Steam Achievements,Steam Cloud",Indie,"['Indie', 'Tower Defense', 'Sandbox']",Kobsoft Kitti,Kobsoft Kitti
1244950,Battletoads,2020-08-20,50000 - 100000,12,19.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America']",True,False,False,1151,500,61,1524,79,97,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together","Action,Adventure","['Action', 'Adventure', 'Co-op']",Dlala Studios,"Microsoft Studios,Rare Ltd"
1311400,Arena Experiment,2020-06-12,0 - 20000,0,4.99,0,['English'],True,False,False,1,0,0,0,0,0,"Single-player,Steam Cloud","Action,Adventure,Casual,Indie","['Action', 'Indie', 'Adventure']",ili Games,ili Games
611970,TimeToDie,2017-08-08,0 - 20000,0,19.99,0,['English'],True,False,False,1,3,0,0,0,0,"Single-player,Steam Trading Cards","Action,Indie,RPG,Early Access","['Action', 'RPG', 'Indie']",Solo Grind,Solo Grind
1444020,Reactor Tech²,2021-08-31,50000 - 100000,0,14.99,0,"['English', 'Russian']",True,False,False,181,87,6,261,0,0,Single-player,"Indie,Simulation,Strategy","['Economy', 'Real Time Tactics', 'City Builder']",4Co,"4Co,KuKusFs Production"
1212190,deer hunter II,2020-01-17,0 - 20000,0,2.99,0,['English'],True,True,False,34,7,10,0,0,0,"Single-player,Steam Achievements","Action,Adventure,Indie","['Indie', 'Action', 'Adventure']",Sokpop Collective,Sokpop Collective
1581720,Operation Thunder,2021-09-29,0 - 20000,0,4.99,0,['English'],True,False,True,16,0,16,0,0,0,"Single-player,Steam Achievements","Action,Indie","['Action', 'Top-Down Shooter', 'Shooter']",Flashblack Games,Flashblack Games
858260,Until You Fall,2020-10-27,100000 - 200000,0,24.99,1,"['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Latin America']",True,False,False,2584,144,47,2446,133,160,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie","['VR', 'Swordplay', 'Rogue-lite']",Schell Games,Schell Games
1312050,Return to Sector 9,2020-06-12,0 - 20000,0,0.0,0,['English'],True,False,False,13,7,0,0,0,0,"Single-player,Partial Controller Support","Action,Free to Play,Indie","['Action', 'Free to Play', 'Indie']",Pug Fugly Games,Pug Fugly Games
757910,Away,2018-10-31,0 - 20000,0,0.49,0,"['English', 'Russian']",True,True,True,151,79,1,0,0,0,"Single-player,Steam Achievements,Captions available","Adventure,Casual,Free to Play,Indie","['Free to Play', 'Casual', 'Adventure']",NipoBox,NipoBox Publishing
409610,One Final Chaos,2015-10-21,0 - 20000,0,4.99,0,['English'],True,False,False,11,0,8,0,0,0,"Single-player,Cross-Platform Multiplayer,Partial Controller Support","Action,Indie","['Action', 'Indie', 'Runner']","Pusselbit,Sweet Studio Labs",A Sweet Studio
282030,Carmageddon 2: Carpocalypse Now,2014-09-19,50000 - 100000,0,9.99,0,['English'],True,False,False,598,84,0,362,186,228,"Single-player,Steam Trading Cards","Action,Indie,Racing","['Racing', 'Combat Racing', 'Automobile Sim']",Stainless Games Ltd,THQ Nordic
257970,Loren The Amazon Princess,2014-01-15,50000 - 100000,18,19.99,2,['English'],True,True,True,455,100,40,380,409,704,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Indie,RPG","['Choose Your Own Adventure', 'JRPG', 'Dating Sim']",Winter Wolves,Winter Wolves
900050,Amber's Airline - High Hopes,2018-09-03,0 - 20000,0,12.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese']",True,True,False,90,17,16,0,0,0,"Single-player,Steam Achievements","Casual,Simulation","['Simulation', 'Casual', 'Time Management']","Old Skull Games,GameHouse",GameHouse
485950,Rise of the Ancients,2016-05-31,200000 - 500000,0,0.56,0,"['English', 'Russian']",True,False,False,104,167,0,217,231,235,"Single-player,Steam Trading Cards","Indie,Strategy","['Indie', 'Strategy', 'Tower Defense']",Talentplace,KishMish Games
856600,Fur the Game,2019-01-03,20000 - 50000,0,0.0,0,['English'],True,False,False,111,13,0,0,0,0,"Single-player,Partial Controller Support","Adventure,Casual,Indie","['Indie', 'Casual', 'Adventure']",Fur Dev Team,Fur Dev Team
708120,Printer Forge 3D,2017-10-16,0 - 20000,0,49.99,0,['English'],True,False,False,5,7,0,0,0,0,Includes level editor,"Animation & Modeling,Design & Illustration,Utilities,Early Access","['Utilities', 'Design & Illustration', 'Early Access']",PF3D,PF3D
1125490,STORM AREA 51: CUTE ALIEN GIRL EDITION,2019-08-03,0 - 20000,0,1.99,1,['English'],True,False,False,10,4,8,0,0,0,"Single-player,Steam Achievements","Action,Adventure,Indie,Simulation,Strategy","['Indie', 'Action', 'Adventure']",WASABAE Studios,WASABAE Studios
392080,Wayward Terran Frontier: Zero Falls,2016-02-11,20000 - 50000,0,29.99,0,['English'],True,False,False,269,109,0,332,0,0,Single-player,"Indie,RPG,Simulation,Early Access","['Indie', 'RPG', 'Simulation']",Reason Generator Inc.,Reason Generator Inc.
1095090,The Remission of Sins,2020-11-05,0 - 20000,0,11.99,0,"['English', 'Japanese', 'Polish', 'Spanish - Spain', 'Russian']",True,True,False,6,3,0,0,0,0,Single-player,"Adventure,Indie","['Horror', 'Choose Your Own Adventure', 'Visual Novel']",KaminGames,"Tsukiakari Studios,KaminGames"
1325370,Pandemic Isolation,2020-06-09,0 - 20000,0,5.99,0,"['English', 'Russian', 'French', 'German', 'Japanese', 'Simplified Chinese', 'Spanish - Spain', 'Portuguese']",True,True,False,23,9,0,0,0,0,Single-player,"Action,Adventure,Casual,Indie,Simulation,Strategy","['Adventure', 'Indie', 'Simulation']",Maxim Arefiev,Maxim Arefiev
866440,What Never Was,2019-01-11,200000 - 500000,0,0.0,0,['English'],True,True,True,4258,212,6,0,0,0,"Single-player,Steam Achievements,Partial Controller Support","Adventure,Casual,Free to Play,Indie","['Free to Play', 'Adventure', 'Puzzle']",Acke Hallgren,Acke Hallgren
1347010,Dim Glow,2020-06-26,0 - 20000,0,0.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Polish', 'Portuguese', 'Russian', 'Japanese']",True,False,False,6,3,4,0,0,0,"Single-player,Steam Achievements","Casual,Indie","['Top-Down Shooter', 'Casual', 'Physics']",Fergus W,Fergus art
458420,Last Heroes 3,2016-04-01,20000 - 50000,0,2.99,0,['English'],True,False,False,39,17,0,0,196,196,"Single-player,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Casual,Indie,RPG,Strategy","['RPGMaker', 'Adventure', 'Strategy']",Warfare Studios,Aldorlea Games
1718340,极简地牢 Simple Killer,2022-01-21,0 - 20000,0,4.99,0,"['English', 'Simplified Chinese']",True,False,False,13,0,0,0,0,0,Single-player,"Action,Adventure,Indie","['Adventure', 'Action', 'Action Roguelike']",Meme Games,Meme Games
