AppID,Name,Release date,Estimated owners,Required age,Price,DLC count,Supported languages,Windows,Mac,Linux,Positive,Negative,Achievements,Recommendations,Average playtime forever,Median playtime forever,Categories,Genres,Tags,Developer,Publisher
20200,Galactic Bowling,2008-10-21,0 - 20000,0,19.99,0,['English'],True,False,False,6,11,30,0,0,0,"Single-player,Multi-player,Steam Achievements,Partial Controller Support","Casual,Indie,Sports","['Indie', 'Casual', 'Sports']",Perpetual FX Creative,Perpetual FX Creative
655370,Train Bandit,2017-10-12,0 - 20000,0,0.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",True,True,False,53,5,12,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Indie","['Indie', 'Action', 'Pixel Graphics']",Rusty Moyher,Wild Rooster
1355720,Henosis™,2020-07-23,0 - 20000,0,5.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",True,True,True,3,0,0,0,0,0,"Single-player,Full controller support","Adventure,Casual,Indie","['2D Platformer', 'Atmospheric', 'Surreal']",Odd Critter Games,Odd Critter Games
1139950,Two Weeks in Painland,2020-02-03,0 - 20000,0,0.0,0,"['English', 'Spanish - Spain']",True,True,False,50,8,17,0,0,0,"Single-player,Steam Achievements","Adventure,Indie","['Indie', 'Adventure', 'Nudity']",Unusual Games,Unusual Games
1469160,Wartune Reborn,2021-02-26,50000 - 100000,0,0.0,0,['English'],True,False,False,87,49,0,0,0,0,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases","Adventure,Casual,Free to Play,Massively Multiplayer,RPG,Strategy","['Turn-Based Combat', 'Massively Multiplayer', 'Multiplayer']",7Road,7Road
1659180,TD Worlds,2022-01-09,0 - 20000,0,10.99,1,"['English', 'Russian', 'Danish']",True,False,False,21,7,62,0,0,0,"Single-player,Steam Achievements,Steam Cloud","Indie,Strategy","['Tower Defense', 'Rogue-lite', 'RTS']",MAKSIM VOLKAU,MAKSIM VOLKAU
1178150,MazM: Jekyll and Hyde,2020-04-02,0 - 20000,0,14.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",True,False,False,76,6,25,0,0,0,"Single-player,Steam Achievements,Full controller support","Adventure,RPG,Simulation,Strategy","['Adventure', 'Simulation', 'RPG']",Growing Seeds,"CFK Co., Ltd."
320150,Deadlings: Rotten Edition,2014-11-11,50000 - 100000,0,3.99,0,"['English', 'Polish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese', 'Russian', 'Japanese']",True,True,True,225,45,32,0,703,782,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Adventure,Indie","['Action', 'Indie', 'Adventure']",ONE MORE LEVEL,ONE MORE LEVEL
1026420,WARSAW,2019-10-02,20000 - 50000,0,23.99,0,"['English', 'French', 'German', 'Polish', 'Russian']",True,False,False,589,212,34,427,67,93,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Tablet","Indie,RPG","['Tactical RPG', 'Turn-Based Strategy', 'Wargame']",Pixelated Milk,"Pixelated Milk,gaming company"
485000,Cthulhu Realms,2016-07-01,50000 - 100000,0,0.0,1,['English'],True,True,False,147,58,0,0,224,257,"Single-player,Multi-player,Shared/Split Screen,Cross-Platform Multiplayer,In-App Purchases,Remote Play Together",Strategy,"['Card Game', 'Strategy', 'Deckbuilding']","Wise Wizard Games, LLC","Wise Wizard Games, LLC"
1620060,Clockwork Dungeon,2021-08-27,0 - 20000,0,1.99,0,['English'],True,False,False,5,0,25,0,0,0,"Single-player,Steam Achievements","Casual,Indie","['Casual', 'Puzzle', '2D']",Beardlings LLC,Beardlings LLC
825930,Royal Battleships,2018-04-06,20000 - 50000,0,2.99,0,['English'],True,True,True,36,11,19,0,11,11,"Single-player,Steam Achievements,Steam Leaderboards","Casual,Indie","['Indie', 'Casual']",Educational Games,Educational Games
1454010,Diary of Lucie,2020-11-25,0 - 20000,0,12.99,0,"['English', 'Korean']",True,False,False,100,5,0,0,0,0,"Single-player,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,RPG,Strategy,Early Access","['Action Roguelike', 'Action', 'Rogue-lite']",Parange Project,Parange Project
22670,Alien Breed 3: Descent,2010-11-17,200000 - 500000,0,9.99,0,"['English', 'French', 'German', 'Italian', 'Japanese', 'Spanish - Spain']",True,False,False,349,134,13,285,44,24,"Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards",Action,"['Action', 'Shooter', 'Sci-fi']",Team17 Digital Ltd,Team17 Digital Ltd
1330820,Hunting Unlimited 3,2020-11-06,0 - 20000,0,9.99,0,['English'],True,False,False,17,0,0,0,0,0,Single-player,"Action,Casual,Simulation,Sports","['Simulation', 'Sports', 'Action']",SCS Software,Ziggurat
346560,Hero of the Kingdom II,2015-02-20,100000 - 200000,0,7.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Turkish', 'Czech', 'Portuguese - Brazil', 'Hungarian', 'Polish', 'Italian', 'Dutch', 'Ukrainian', 'Danish', 'Simplified Chinese']",True,True,True,2046,120,48,1615,280,303,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Adventure,Casual,Indie,RPG","['Adventure', 'Casual', 'Point & Click']",Lonely Troops,Lonely Troops
1362670,KHIO,2020-07-24,0 - 20000,0,9.99,0,['English'],True,False,False,3,1,0,0,0,0,Single-player,"Action,Adventure,Casual,Indie,Early Access","['Early Access', 'Adventure', 'Exploration']",Necavare,Necavare
290870,Steam Squad,2016-07-28,20000 - 50000,0,17.99,1,"['English', 'Russian', 'French', 'German']",True,True,True,61,29,32,0,0,0,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play Together","Indie,Strategy","['Strategy', 'Indie', 'Turn-Based']",Bretwalda Games,Bretwalda Games
575760,Project: R.E.B.O.O.T 2,2017-01-27,20000 - 50000,0,2.99,0,['English'],True,False,False,29,28,0,0,337,289,"Single-player,Steam Trading Cards","Action,Adventure,Casual,Indie","['Action', 'Adventure', 'Casual']",Volens Nolens Games,Volens Nolens Games
434030,Aerofly FS 2 Flight Simulator,2017-11-20,100000 - 200000,0,37.49,23,"['English', 'German', 'French']",True,True,True,1490,408,0,1831,127,127,"Single-player,Partial Controller Support","Action,Indie,Racing,Simulation","['Flight', 'Simulation', 'VR']",IPACS,IPACS
2073470,Kanjozoku Game レーサー,2022-07-16,20000 - 50000,0,5.99,0,['English'],True,False,False,392,57,0,493,0,0,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Partial Controller Support","Massively Multiplayer,Racing,Simulation,Sports","['Racing', 'Sports', 'Combat Racing']",SGデベロッパー,SGデベロッパー
589250,PowersVR,2020-10-10,0 - 20000,0,9.99,0,['English'],True,False,False,37,22,4,0,0,0,"Single-player,Steam Achievements","Action,Indie,Simulation","['Action', 'Indie', 'Simulation']",PseudoGames,PseudoGames
677880,Draw Your Game,2017-08-10,20000 - 50000,0,4.99,0,['English'],True,False,False,18,50,43,0,0,0,"Single-player,Steam Achievements,Partial Controller Support",Casual,"['Casual', 'Platformer', 'Hand-drawn']",Zero One,Zero One
1294780,Pathfinders: Memories,2021-02-16,0 - 20000,0,2.99,0,"['English', 'Italian', 'Portuguese - Brazil', 'Spanish - Latin America', 'Spanish - Spain', 'Portuguese']",True,True,False,38,4,60,0,0,0,"Single-player,Steam Achievements,Steam Leaderboards",Casual,"['Puzzle-Platformer', 'Education', 'Historical']",Mens Sana Interactive,Mens Sana Interactive
1342850,Bright Days in Quarantine,2020-07-18,0 - 20000,0,1.99,0,"['English', 'Portuguese - Brazil']",True,False,False,24,5,10,0,0,0,"Single-player,Full controller support","Casual,Indie,Simulation,Strategy","['Casual', 'Pixel Graphics', 'Funny']",Delta Arcade,Delta Arcade
793990,Dupio,2018-03-06,0 - 20000,0,11.99,0,['English'],True,False,False,23,18,22,0,0,0,"Single-player,Steam Achievements","Casual,Indie","['Indie', 'Casual']",NedoStudio,NedoStudio
955490,Terror In The Atomic Desert,2019-03-22,0 - 20000,0,2.99,0,['English'],True,False,False,8,4,11,0,0,0,"Single-player,Steam Achievements","Adventure,Indie","['Adventure', 'Indie', 'Horror']",TensionSplice,TensionSplice
552350,Unhappy Ever After,2017-01-20,20000 - 50000,0,0.99,2,['English'],True,True,True,16,10,0,0,218,218,"Single-player,Steam Trading Cards,Partial Controller Support","Adventure,Indie,RPG","['Adventure', 'Indie', 'RPG']",Warped Tales,Warped Tales
42500,DogFighter,2010-06-14,100000 - 200000,0,0.99,0,['English'],True,False,False,258,166,29,210,739,1108,"Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards","Action,Indie","['Action', 'Indie', 'Flight']",Dark Water Studios Ltd,Instinct Software Ltd.
1195610,March Of Soldiers,2020-07-01,0 - 20000,0,1.99,0,['English'],True,False,False,1,0,0,0,0,0,Single-player,"Action,Strategy,Early Access","['Strategy', 'Action', 'Early Access']","FAYEZ ALRASHEEDI,WADE AIZOUKY,KHALED ALRASHEEDI",THE MARCH OF KWF
1095380,Bepuzzled Kittens Jigsaw Puzzle,2019-06-11,0 - 20000,0,1.99,0,['English'],True,True,True,7,2,0,0,0,0,Single-player,Casual,"['Casual', 'Puzzle', 'Cats']",Team Spikkeee,Spikkeee
1158910,Dream Detective,2019-12-04,0 - 20000,0,7.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Traditional Chinese', 'Portuguese', 'Portuguese - Brazil', 'Spanish - Latin America', 'Korean', 'Simplified Chinese']",True,False,False,16,8,0,0,0,0,"Single-player,Steam Cloud","Adventure,Casual,Indie","['Adventure', 'Indie', 'Casual']",Century Game,Century Game
1194940,Tower of Shades,2020-01-15,0 - 20000,0,1.99,0,['English'],True,False,False,35,8,0,0,0,0,Single-player,"Indie,RPG","['RPG', 'Indie', 'Turn-Based Combat']",Lame Jam,Lame Jam
262150,Vanguard Princess,2014-03-03,200000 - 500000,0,2.49,7,['English'],True,True,True,2014,841,0,1477,425,244,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Trading Cards,Captions available,Steam Workshop,Partial Controller Support,Remote Play Together","Action,Casual,Indie","['Anime', 'Fighting', '2D Fighter']",Tomoaki Sugeno,eigoMANGA
1192900,IRON REBELLION,2021-11-09,50000 - 100000,0,11.99,0,['English'],True,False,False,168,39,0,186,48,48,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer","Action,Indie,Early Access","['Early Access', 'VR', 'Mechs']",Black Beach Studio,Black Beach Studio
866150,Treasures of the Ancients: Egypt,2018-06-06,50000 - 100000,0,0.99,0,['English'],True,False,False,55,91,0,0,0,0,"Single-player,Steam Achievements","Adventure,Casual,Indie","['Adventure', 'Indie', 'Casual']","Garage Games,Jan Hess",Garage Games
231330,Deadfall Adventures,2013-11-15,100000 - 200000,0,19.99,0,"['English', 'German', 'Polish', 'French', 'Russian']",True,False,True,1716,628,50,1140,324,431,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Adventure","['Adventure', 'Action', 'FPS']",The Farm 51,THQ Nordic
897820,Reigns: Game of Thrones,2018-10-18,50000 - 100000,0,3.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Italian', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",True,True,True,698,203,10,815,83,76,"Single-player,Steam Achievements,Full controller support","Adventure,Indie,RPG","['RPG', 'Indie', 'Card Game']",Nerial,Devolver Digital
658970,CasinoRPG,2018-01-16,50000 - 100000,0,0.0,0,['English'],True,True,False,138,84,211,0,2,2,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,In-App Purchases","Casual,Free to Play,Indie,Massively Multiplayer,RPG,Simulation","['Simulation', 'Massively Multiplayer', 'RPG']",GoldFire Studios,GoldFire Studios
1777550,Fuyu no Tsuma,2021-10-15,0 - 20000,0,1.99,0,['English'],True,False,False,2,2,0,0,0,0,Single-player,"Action,Adventure,Indie","['Adventure', 'Indie', 'Casual']",玫瑰工作室,玫瑰工作室
552520,Far Cry® 5,2018-03-26,2000000 - 5000000,18,59.99,5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",True,False,False,100620,25286,0,114588,1756,1258,"Single-player,Multi-player,Co-op,Online Co-op,Steam Trading Cards,Captions available,In-App Purchases,Partial Controller Support,Includes level editor","Action,Adventure","['Open World', 'Co-op', 'Action']","Ubisoft Montreal,Red Storm,Ubisoft Shanghai,Ubisoft Toronto,Ubisoft Kiev",Ubisoft
718350,Loot Collection: Mahjong,2017-10-05,20000 - 50000,0,0.55,0,['English'],True,False,False,2,3,0,0,0,0,Single-player,"Adventure,Casual,Indie,Simulation,Strategy","['Hidden Object', 'Match 3', 'Puzzle']",Boogygames Studios,Boogygames Studios
433450,INFERNO CLIMBER,2016-09-08,0 - 20000,0,14.99,0,"['English', 'Japanese', 'Simplified Chinese', 'Korean']",True,False,False,60,46,34,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,RPG","['RPG', 'Action', 'Dark Fantasy']",Arc System Works,Arc System Works
1709450,Grim Tales: The Heir Collector's Edition,2021-07-30,20000 - 50000,0,9.99,0,['English'],True,False,False,7,1,0,0,0,0,Single-player,"Adventure,Casual","['Hidden Object', 'Puzzle', 'Point & Click']",Elephant Games,Big Fish Games
1431470,Mythos Ever After: A Cthulhu Dating Sim,2020-10-28,0 - 20000,0,4.99,0,['English'],True,False,True,1,0,18,0,0,0,"Single-player,Steam Achievements","Adventure,Indie","['Dating Sim', 'Visual Novel', 'Lovecraftian']",Stegalosaurus Game Development,Stegalosaurus Game Development
763550,A Journey Through Valhalla,2021-09-12,0 - 20000,0,5.99,0,['English'],True,False,False,3,3,20,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements","Action,Adventure,RPG","['Souls-like', 'Co-op', 'Dungeon Crawler']",Team Sämst,Team Sämst
1445370,COUNTDOWN,2021-01-10,0 - 20000,0,0.99,0,['English'],True,False,False,6,1,0,0,0,0,"Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op","Action,Indie,Early Access","['Social Deduction', 'PvP', 'Survival']",Hello Friend LLC,Hello Friend LLC
464230,Colours of Magic: Aqua Teeter,2016-04-25,20000 - 50000,0,0.99,0,"['English', 'Russian', 'Portuguese', 'Portuguese - Brazil', 'Ukrainian']",True,True,True,69,17,17,0,340,340,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Casual,Indie","['Casual', 'Indie', 'Puzzle']",RunServer,RunServer
1293830,Forza Horizon 4,2021-03-09,2000000 - 5000000,0,59.99,15,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish']",True,False,False,122539,15095,178,126316,2518,1021,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Racing,"['Racing', 'Open World', 'Driving']",Playground Games,Xbox Game Studios
1509640,Viking Warrior,2021-01-19,0 - 20000,0,3.99,0,['English'],True,False,False,2,17,0,0,0,0,Single-player,"Action,Adventure,Indie,RPG","['Action', 'Adventure', 'RPG']",VikingWarrior,VikingWarrior
1135380,不可思议佣兵团,2019-10-03,0 - 20000,0,3.99,0,['Simplified Chinese'],True,False,False,6,4,0,0,0,0,Single-player,Indie,"['Sexual Content', 'Nudity', 'Indie']",折凳工作室,折凳工作室
1944730,Square Keeper,2022-06-09,0 - 20000,0,4.99,0,['English'],True,False,False,10,0,12,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie","['Casual', 'Adventure', 'Puzzle']",KanakStudio,JanduSoft
1144900,Pension Day,2019-09-03,20000 - 50000,0,0.99,0,['English'],True,False,False,0,1,0,0,0,0,Single-player,"Action,Casual","['Action', 'Casual', 'Arcade']",Julian Henley,Julian Henley
306350,Slipstream 5000,2015-10-09,200000 - 500000,0,2.99,0,['English'],True,False,False,283,92,0,0,183,196,"Single-player,Steam Trading Cards","Action,Racing,Sports","['Racing', 'Sports', 'Action']","Gremlin Interactive,The Software Refinery",Funbox Media Ltd
1684530,100 Doors: Escape from Work,2022-03-01,0 - 20000,0,9.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Danish', 'Dutch', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Swedish', 'Thai', 'Turkish', 'Vietnamese', 'Simplified Chinese']",True,True,False,7,2,14,0,0,0,Single-player,Casual,"['Puzzle', 'Escape Room', 'Hidden Object']",Peaksel,Peaksel
1557480,Project MIKHAIL: A Muv-Luv War Story,2021-11-01,20000 - 50000,0,19.99,0,"['English', 'Japanese']",True,False,False,328,253,0,563,670,670,"Single-player,Multi-player,PvP,Online PvP,Partial Controller Support","Action,Adventure,RPG,Simulation,Strategy,Early Access","['Anime', 'Mechs', 'Hack and Slash']","aNCHOR Inc.,fuzz, Inc.",aNCHOR Inc.
1128520,Rezist: Tower Defense,2019-09-26,0 - 20000,0,0.99,0,['English'],True,False,False,8,0,0,0,0,0,Single-player,"Indie,Strategy","['Strategy', 'Indie']",SparkGames,SparkGames
12140,Max Payne,2011-01-06,500000 - 1000000,18,3.49,0,['English'],True,False,False,9516,1114,0,8684,168,80,Single-player,Action,"['Action', 'Noir', 'Classic']",Remedy Entertainment,Rockstar Games
1647430,Black Mansion,2021-06-15,20000 - 50000,0,6.99,0,"['English', 'Japanese', 'Korean', 'Simplified Chinese']",True,False,False,1,0,0,0,0,0,Single-player,"Action,Adventure,Indie","['Action', 'Adventure', 'Action-Adventure']",PICTOLOGI,PICTOLOGI
1845050,Mirrorama,2022-01-12,0 - 20000,0,7.49,0,['English'],True,True,True,17,0,13,0,0,0,"Single-player,Steam Achievements","Adventure,Casual,Indie","['3D Platformer', 'Casual', 'Puzzle-Platformer']",Berry Berry Niceu,Berry Berry Niceu
1163340,Carrier Battles 4 Guadalcanal - Pacific War Naval Warfare,2020-06-05,0 - 20000,0,29.99,3,"['English', 'French', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Italian']",True,True,False,180,27,0,185,78,78,"Single-player,Multi-player,Cross-Platform Multiplayer","Simulation,Strategy","['Strategy', 'Simulation', 'Wargame']","Avalon Digital,Cyril Jarnot",Avalon Digital
541570,Sally Face - Episode One,2016-12-14,500000 - 1000000,0,2.99,1,"['English', 'Russian', 'Italian', 'German', 'Traditional Chinese', 'Portuguese - Brazil']",True,True,True,11739,367,35,11287,282,295,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Adventure,Indie","['Story Rich', 'Psychological Horror', 'Dark']",Portable Moose,Portable Moose
1292520,Crimson Spires,2020-10-27,0 - 20000,0,19.99,1,['English'],True,False,False,51,6,14,0,0,0,"Single-player,Steam Achievements,Full controller support","Adventure,Indie","['Indie', 'Adventure', 'Sexual Content']",Woodsy Studio,Woodsy Studio
1467330,Endline,2021-03-29,0 - 20000,0,4.99,0,"['English', 'French']",True,False,True,1,0,12,0,0,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Indie","['Bullet Hell', ""Shoot 'Em Up"", 'Action']",Miniced,Miniced
1624600,Realms VR,2021-09-30,0 - 20000,0,4.24,0,['English'],True,False,False,7,2,0,0,0,0,"Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Full controller support,Steam Leaderboards","Action,Adventure,Casual,Indie,Racing,Early Access","['Early Access', 'Arena Shooter', 'FPS']","Madman Games,RattlerCreed",Madman Games
870000,AmazeD 3D,2018-07-14,0 - 20000,0,0.0,0,['English'],True,True,False,4,6,10,0,0,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards","Adventure,Casual,Indie,RPG,Strategy","['Casual', 'RPG', 'Strategy']",Retrover Games,Retrover Games
768060,The Warrior Of Treasures,2018-01-03,0 - 20000,0,0.49,0,['English'],True,False,False,31,13,0,0,0,0,Single-player,"Action,Adventure,Indie","['Action', 'Adventure', 'Indie']","Tero Lunkka,BlackThug",Tero Lunkka
1281400,Good Knight,2021-09-17,20000 - 50000,0,14.99,0,"['English', 'Simplified Chinese']",True,False,True,69,0,24,0,0,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor,Remote Play Together","Action,Casual,Indie,Early Access","['Early Access', 'Funny', 'Score Attack']",Team Good Knight,Doublethink Games
372890,Red Crow Mysteries: Legion,2015-05-28,20000 - 50000,0,3.99,0,['English'],True,False,False,10,26,0,0,0,0,Single-player,"Adventure,Casual,Indie","['Hidden Object', 'Puzzle', 'Point & Click']",Cateia Games,Cateia Games
1023420,四国志でらっくす ～酒池肉うどん戦記～,2020-07-31,0 - 20000,0,24.99,0,['Japanese'],True,False,False,0,1,0,0,0,0,Single-player,"Adventure,Indie,Simulation,Strategy","['Adventure', 'Indie', 'Simulation']",Flying Panjandrum / ふらいんぐパンジャンドラム,Flying Panjandrum / ふらいんぐパンジャンドラム
1141880,Crazy Critters - Combat Cats,2020-05-22,0 - 20000,0,3.99,0,['English'],True,False,False,15,3,12,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements","Action,Casual,Indie,Massively Multiplayer","['Combat', 'Cats', 'PvP']",Aligned Games,Aligned Games
1022840,The Adventures of Jason and the Argonauts,2019-02-08,0 - 20000,0,4.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch']",True,False,False,20,4,0,0,0,0,Single-player,"Action,Casual,Indie,Strategy","['Strategy', 'Action', 'Indie']",PixQuake,HH-Games
652160,DC Wonder: Unlimited,2017-06-14,0 - 20000,0,4.99,0,['English'],True,False,False,1,0,0,0,0,0,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Partial Controller Support,Remote Play Together","Action,Indie","['Action', 'Indie']",Nucleax,Nucleax
968580,Halloween Puzzles,2018-11-06,0 - 20000,0,0.49,0,['English'],True,False,False,1,2,0,0,0,0,Single-player,"Adventure,Casual,Indie,Simulation,Sports,Strategy","['Puzzle', 'Hidden Object', 'Match 3']",Boogygames Studios,Boogygames Studios
1131550,I Walk Among Zombies Vol. 3,2020-12-15,0 - 20000,0,14.99,1,"['English', 'Simplified Chinese']",True,False,False,168,18,0,179,34,34,Single-player,Adventure,"['Adventure', 'Visual Novel', 'Zombies']",Seacoxx,Sekai Project
1729790,Escape From School,2021-09-07,0 - 20000,0,0.0,0,['English'],True,False,False,102,32,7,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Steam Achievements","Action,Adventure,Free to Play,Indie","['Adventure', 'Puzzle', 'Online Co-Op']",Tudor Sandru,Tudor Sandru
368080,Aurion: Legacy of the Kori-Odan,2016-04-14,20000 - 50000,0,14.99,1,"['English', 'French']",True,False,False,207,98,159,102,360,404,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Stats","Action,Adventure,Indie,RPG","['Action RPG', 'Retro', 'Adventure']",Kiro'o Games,Dear Villagers
572510,Superola Champion Edition,2022-07-14,20000 - 50000,0,4.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese']",True,False,False,12,0,46,0,0,0,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play Together","Action,Adventure,Casual,Indie","['Retro', 'Arcade', 'Singleplayer']",Undercoders,JanduSoft
1066890,Automobilista 2,2020-06-30,200000 - 500000,0,23.99,11,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Spanish - Latin America']",True,False,False,4278,491,0,3874,1880,2606,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Full controller support","Racing,Simulation,Sports","['Racing', 'Simulation', 'Sports']",Reiza Studios,Reiza Studios
817370,Marching Simulator,2018-07-29,0 - 20000,0,0.0,0,['English'],True,False,False,35,11,0,0,0,0,Single-player,"Free to Play,Simulation,Early Access","['Free to Play', 'Simulation', 'Early Access']",Marching Simulator,Marching Simulator
457140,Oxygen Not Included,2019-07-30,2000000 - 5000000,0,24.99,2,"['English', 'Simplified Chinese', 'Korean', 'Russian']",True,True,True,82902,3014,45,80467,3574,1003,"Single-player,Steam Trading Cards","Indie,Simulation","['Colony Sim', 'Base-Building', 'Survival']",Klei Entertainment,Klei Entertainment
1774810,Laruaville 10 Match 3 Puzzle,2021-10-17,0 - 20000,0,6.99,0,['English'],True,False,False,1,1,0,0,0,0,Single-player,"Casual,Indie","['Casual', 'Match 3', 'Solitaire']",LGT SIA,LGT SIA
1886290,Slot Shots Pinball Collection,2022-06-21,0 - 20000,0,9.99,0,['English'],True,False,False,12,0,25,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Leaderboards","Casual,Simulation,Sports,Strategy,Early Access","['Early Access', 'Casual', 'Pinball']",Pinblend Studios,Pinblend Studios
1514360,Laid-Back Camp - Virtual - Lake Motosu,2021-03-03,0 - 20000,0,13.99,0,"['English', 'French', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",True,False,False,245,70,9,293,0,0,"Single-player,Steam Achievements,Steam Cloud","Adventure,Casual","['VR', 'Anime', 'Story Rich']","Gemdrops, Inc.","Gemdrops, Inc.,Clouded Leopard Entertainment Inc."
1374280,Kor,2021-12-23,20000 - 50000,0,9.99,0,['English'],True,False,False,50,0,8,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie,RPG,Strategy","['RPG', 'Indie', 'Pixel Graphics']",Goadstool,Goadstool
863490,Bighead Runner,2018-06-07,20000 - 50000,0,0.99,1,"['English', 'Portuguese - Brazil']",True,False,False,82,26,199,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Adventure,Casual,Indie","['Indie', 'Casual', 'Adventure']",NukGames,NukGames
396640,TowerClimb,2015-09-22,0 - 20000,0,14.99,1,['English'],True,False,False,288,28,0,228,53,53,"Single-player,Multi-player,Shared/Split Screen,Partial Controller Support,Remote Play Together","Action,Adventure,Indie,RPG","['Indie', 'Action Roguelike', 'Action']",Davioware and Quazi,Davioware and Quazi
726020,Mission Ammunition,2017-10-27,0 - 20000,0,0.49,1,['English'],True,True,True,61,16,18,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Indie","['Action', 'Indie', 'Pixel Graphics']",Quantized Bit,Quantized Bit
